team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
FLA,2016,FLA,FLA,Team Level,5on4,82,0.87,0.9,0.89,25275.0,408.95,49.78,33.17,86.12,13.59,254.11,138.24,47.25,49.78,47.25,421.0,154.0,161.0,736.0,42.0,38.0,10.0,100.0,16.0,196.0,183.0,379.0,533.0,18.0,36.0,258.0,27.0,10.0,87.0,411.0,114.0,50.0,10.11,13.02,26.65,10.0,10.0,22.0,736.0,575.0,575.0,12.0,8.55,11.11,11.79,46.54,46.54,44.47,51.77,7.14,2.93,7.19,1.48,14.15,39.1,7.04,7.14,7.04,63.0,9.0,9.0,81.0,8.0,4.0,0.0,9.0,1.0,18.0,32.0,55.0,64.0,13.0,26.0,244.0,80.0,59.0,37.0,40.0,18.0,14.0,1.05,2.5,3.59,1.0,3.0,4.0,81.0,72.0,72.0,33.0,0.67,0.83,0.83,6.98,6.98,6.95
CBJ,2016,CBJ,CBJ,Team Level,other,82,0.48,0.48,0.48,12173.0,151.0,25.58,10.14,28.93,4.88,77.32,59.15,23.96,25.58,23.96,161.0,45.0,68.0,274.0,30.0,14.0,2.0,23.0,11.0,52.0,76.0,131.0,176.0,8.0,16.0,123.0,42.0,30.0,28.0,120.0,53.0,33.0,4.61,6.45,14.51,8.0,7.0,15.0,274.0,206.0,206.0,15.0,2.85,3.47,3.47,24.96,24.96,23.69,161.49,27.27,11.52,30.09,5.64,93.27,55.2,26.54,27.27,26.54,158.0,65.0,77.0,300.0,26.0,6.0,0.0,35.0,10.0,73.0,73.0,132.0,197.0,5.0,10.0,148.0,33.0,28.0,33.0,137.0,53.0,33.0,5.27,6.82,15.17,7.0,6.0,13.0,300.0,223.0,223.0,15.0,3.21,1.34,1.34,29.14,29.14,28.48
CBJ,2016,CBJ,CBJ,Team Level,all,82,0.51,0.5,0.5,298181.0,2489.92,234.79,169.8,571.99,79.55,1354.1,1009.78,224.73,236.52,226.42,2541.0,879.0,1145.0,4565.0,247.0,186.0,40.0,551.0,158.0,986.0,1292.0,2294.0,3173.0,294.0,666.0,2402.0,1654.0,517.0,536.0,2507.0,694.0,219.0,71.69,86.0,77.1,91.0,85.0,71.0,4616.74,3420.0,3455.26,273.0,37.02,43.44,43.96,227.85,229.52,223.49,2513.41,227.18,171.48,580.74,82.53,1393.2,1010.88,219.8,227.33,219.89,2489.0,977.0,1179.0,4645.0,193.0,190.0,29.0,603.0,195.0,1031.0,1254.0,2296.0,3273.0,286.0,639.0,2537.0,1431.0,433.0,602.0,2564.0,689.0,213.0,72.93,83.03,71.23,66.0,63.0,64.0,4605.61,3466.0,3445.39,305.0,37.68,38.08,39.7,225.17,224.86,220.08
CBJ,2016,CBJ,CBJ,Team Level,5on5,82,0.51,0.5,0.5,243391.0,2022.68,163.97,131.28,483.29,64.57,1103.49,829.41,158.69,165.7,160.37,2057.0,719.0,945.0,3721.0,170.0,139.0,28.0,485.0,126.0,797.0,1059.0,1887.0,2606.0,264.0,604.0,1937.0,1539.0,431.0,444.0,2103.0,546.0,127.0,59.89,67.67,36.41,74.0,64.0,32.0,3772.74,2776.0,2811.26,233.0,27.04,29.37,29.89,161.11,162.78,160.14,1978.13,159.01,128.08,472.35,64.16,1083.67,817.72,154.21,159.16,154.3,1960.0,765.0,949.0,3674.0,132.0,146.0,22.0,496.0,158.0,789.0,1004.0,1828.0,2593.0,260.0,593.0,2000.0,1346.0,366.0,488.0,2056.0,534.0,135.0,58.09,64.52,36.4,55.0,47.0,30.0,3634.61,2725.0,2704.39,262.0,26.4,30.02,30.74,154.68,154.37,151.76
CBJ,2016,CBJ,CBJ,Team Level,4on5,82,0.13,0.11,0.13,22107.0,50.47,5.66,2.52,6.5,1.56,14.5,38.25,5.6,5.66,5.6,57.0,12.0,8.0,77.0,8.0,3.0,1.0,9.0,4.0,6.0,39.0,49.0,61.0,10.0,22.0,172.0,48.0,49.0,24.0,42.0,19.0,8.0,1.07,2.39,2.19,3.0,4.0,1.0,77.0,69.0,69.0,22.0,0.57,0.56,0.56,5.68,5.68,5.65,334.44,36.73,29.98,73.46,11.67,205.25,107.9,34.92,36.73,34.92,331.0,134.0,140.0,605.0,33.0,38.0,7.0,66.0,24.0,159.0,145.0,298.0,432.0,13.0,20.0,238.0,15.0,13.0,54.0,338.0,86.0,41.0,8.66,9.64,18.43,3.0,9.0,21.0,605.0,465.0,465.0,5.0,7.64,6.73,7.62,36.75,36.75,35.29
CBJ,2016,CBJ,CBJ,Team Level,5on4,82,0.9,0.88,0.87,20510.0,265.76,39.59,25.86,53.25,8.54,158.79,82.96,36.49,39.59,36.49,266.0,103.0,124.0,493.0,39.0,30.0,9.0,34.0,17.0,131.0,118.0,227.0,330.0,12.0,24.0,170.0,25.0,7.0,40.0,242.0,76.0,51.0,6.12,9.5,23.98,6.0,10.0,23.0,493.0,369.0,369.0,3.0,6.56,10.04,10.04,36.1,36.1,34.01,39.35,4.17,1.89,4.83,1.06,11.0,30.05,4.13,4.17,4.13,40.0,13.0,13.0,66.0,2.0,0.0,0.0,6.0,3.0,10.0,32.0,38.0,51.0,8.0,16.0,151.0,37.0,26.0,27.0,33.0,16.0,4.0,0.9,2.04,1.23,1.0,1.0,0.0,66.0,53.0,53.0,23.0,0.43,0.0,0.0,4.6,4.6,4.56
EDM,2016,EDM,EDM,Team Level,other,82,0.51,0.51,0.51,14865.0,146.3,30.14,10.37,24.41,5.06,76.91,52.11,29.06,30.14,29.06,134.0,65.0,71.0,270.0,21.0,8.0,1.0,19.0,4.0,73.0,74.0,113.0,178.0,11.0,33.0,121.0,24.0,23.0,26.0,106.0,57.0,36.0,3.76,7.55,18.83,0.0,7.0,14.0,270.0,199.0,199.0,15.0,3.02,2.34,2.34,30.82,30.82,30.08,137.6,28.41,10.62,24.86,4.94,75.75,46.43,24.38,28.41,24.38,142.0,49.0,71.0,262.0,24.0,19.0,4.0,28.0,10.0,58.0,52.0,118.0,167.0,13.0,27.0,140.0,40.0,16.0,36.0,96.0,54.0,41.0,3.3,6.35,18.75,4.0,7.0,13.0,262.0,191.0,191.0,18.0,3.16,7.55,7.67,23.89,23.89,22.81
EDM,2016,EDM,EDM,Team Level,all,82,0.52,0.5,0.51,299465.0,2528.72,250.84,175.55,572.0,82.46,1400.94,1022.28,242.06,251.52,242.76,2550.0,955.0,1201.0,4706.0,243.0,183.0,45.0,587.0,82.0,1139.0,1271.0,2307.0,3262.0,288.0,692.0,2302.0,2073.0,625.0,948.0,2531.0,727.0,247.0,73.93,88.23,88.68,65.0,94.0,84.0,4730.7,3505.0,3521.27,609.0,38.92,43.41,44.42,245.34,245.96,240.98,2399.63,235.47,167.05,547.11,78.99,1332.85,967.58,222.93,236.06,223.44,2419.0,911.0,1294.0,4624.0,207.0,192.0,38.0,586.0,96.0,1055.0,1194.0,2212.0,3123.0,297.0,709.0,2592.0,1766.0,602.0,835.0,2403.0,706.0,221.0,72.88,85.33,77.26,54.0,87.0,66.0,4595.42,3330.0,3320.42,490.0,37.12,45.66,46.16,226.43,226.63,220.59
EDM,2016,EDM,EDM,Team Level,5on5,82,0.51,0.5,0.51,241103.0,1980.86,167.97,130.08,471.56,63.96,1089.85,815.64,162.48,168.65,163.19,2006.0,734.0,924.0,3664.0,167.0,140.0,32.0,503.0,61.0,855.0,1014.0,1839.0,2573.0,253.0,602.0,1809.0,1946.0,524.0,811.0,2053.0,538.0,149.0,60.36,64.97,42.64,60.0,70.0,37.0,3688.7,2740.0,2756.27,546.0,26.91,30.73,31.88,163.0,163.61,161.28,1901.28,162.01,125.22,449.45,61.82,1050.6,786.96,156.53,162.6,157.04,1923.0,714.0,1029.0,3666.0,140.0,136.0,28.0,485.0,74.0,819.0,983.0,1783.0,2497.0,256.0,620.0,2019.0,1651.0,510.0,665.0,1967.0,546.0,124.0,60.08,66.67,35.27,42.0,66.0,32.0,3637.42,2637.0,2627.42,412.0,25.88,28.63,28.5,159.39,159.59,156.84
EDM,2016,EDM,EDM,Team Level,4on5,82,0.1,0.11,0.13,20836.0,45.18,4.22,2.12,6.01,1.37,12.87,37.41,4.16,4.22,4.16,49.0,15.0,15.0,79.0,4.0,2.0,0.0,9.0,4.0,14.0,31.0,45.0,60.0,12.0,27.0,169.0,67.0,52.0,40.0,47.0,13.0,4.0,1.46,1.53,1.23,1.0,2.0,1.0,79.0,64.0,64.0,37.0,0.49,0.51,0.51,4.2,4.2,4.16,314.9,40.2,29.15,66.62,10.88,193.24,100.92,37.25,40.2,37.25,310.0,131.0,188.0,629.0,38.0,34.0,5.0,66.0,11.0,170.0,122.0,272.0,403.0,14.0,31.0,235.0,21.0,20.0,77.0,301.0,88.0,52.0,8.24,10.1,21.86,6.0,12.0,20.0,629.0,441.0,441.0,7.0,7.59,8.86,9.35,38.44,38.44,36.23
EDM,2016,EDM,EDM,Team Level,5on4,82,0.91,0.91,0.89,22661.0,356.38,48.51,32.99,70.03,12.07,221.3,117.11,46.36,48.51,46.36,361.0,141.0,191.0,693.0,51.0,33.0,12.0,56.0,13.0,197.0,152.0,310.0,451.0,12.0,30.0,203.0,36.0,26.0,71.0,325.0,119.0,58.0,8.35,14.19,25.97,4.0,15.0,32.0,693.0,502.0,502.0,11.0,8.52,9.84,9.69,47.33,47.33,45.47,45.86,4.85,2.07,6.17,1.37,13.26,33.27,4.77,4.85,4.77,44.0,17.0,6.0,67.0,5.0,3.0,1.0,7.0,1.0,8.0,37.0,39.0,56.0,14.0,31.0,198.0,54.0,56.0,57.0,39.0,18.0,4.0,1.25,2.22,1.38,2.0,2.0,1.0,67.0,61.0,61.0,53.0,0.48,0.63,0.63,4.7,4.7,4.69
S.J,2016,S.J,S.J,Team Level,other,82,0.52,0.55,0.56,12907.0,134.25,29.92,9.7,24.37,4.89,76.94,43.16,28.8,29.92,28.8,129.0,60.0,69.0,258.0,27.0,10.0,3.0,24.0,4.0,71.0,53.0,102.0,162.0,4.0,8.0,105.0,16.0,21.0,35.0,93.0,56.0,40.0,3.22,6.81,19.89,1.0,8.0,18.0,258.0,189.0,189.0,12.0,2.88,3.45,3.45,29.35,29.35,28.64,109.2,27.71,7.4,18.18,3.39,54.72,34.59,25.7,27.71,25.7,100.0,46.0,61.0,207.0,23.0,9.0,2.0,21.0,3.0,48.0,42.0,77.0,123.0,8.0,18.0,106.0,26.0,21.0,32.0,74.0,29.0,43.0,2.83,3.78,21.09,2.0,2.0,19.0,207.0,146.0,146.0,17.0,2.19,3.63,4.02,25.88,25.88,24.18
S.J,2016,S.J,S.J,Team Level,all,82,0.51,0.51,0.52,297356.0,2479.98,236.32,176.52,579.18,85.96,1442.62,1022.41,229.11,237.92,230.72,2456.0,1087.0,1345.0,4888.0,219.0,183.0,30.0,641.0,89.0,1109.0,1302.0,2237.0,3324.0,248.0,582.0,2299.0,1539.0,658.0,1082.0,2609.0,712.0,222.0,74.17,86.79,75.35,75.0,75.0,69.0,4940.17,3543.0,3579.89,501.0,38.89,39.44,41.2,234.02,235.59,231.32,2344.47,223.33,161.89,530.66,76.23,1302.46,970.49,213.28,222.21,212.31,2269.0,997.0,1359.0,4625.0,200.0,163.0,36.0,514.0,57.0,1044.0,1288.0,2069.0,3066.0,287.0,642.0,2477.0,1796.0,517.0,1033.0,2402.0,662.0,202.0,68.65,81.12,73.56,61.0,70.0,69.0,4577.92,3266.0,3238.02,533.0,35.53,36.31,37.97,220.83,219.77,213.95
S.J,2016,S.J,S.J,Team Level,5on5,82,0.52,0.51,0.52,240067.0,1969.57,166.07,134.47,477.07,68.29,1135.54,831.57,161.55,167.68,163.14,1937.0,876.0,1070.0,3883.0,152.0,146.0,20.0,530.0,74.0,865.0,1046.0,1785.0,2661.0,224.0,531.0,1817.0,1450.0,566.0,903.0,2109.0,568.0,136.0,60.42,68.88,36.77,64.0,59.0,29.0,3935.17,2813.0,2849.89,433.0,27.74,29.78,30.41,163.41,164.98,162.66,1860.76,152.73,123.6,438.26,60.51,1026.51,784.48,147.23,151.61,146.27,1795.0,792.0,1117.0,3704.0,135.0,127.0,28.0,421.0,49.0,813.0,1042.0,1660.0,2452.0,249.0,565.0,1960.0,1683.0,422.0,875.0,1954.0,518.0,115.0,56.85,63.48,32.39,52.0,55.0,28.0,3656.92,2587.0,2559.02,454.0,25.54,26.68,27.63,150.57,149.52,147.12
S.J,2016,S.J,S.J,Team Level,4on5,82,0.09,0.1,0.11,21140.0,38.91,3.55,1.93,4.71,1.08,11.0,33.72,3.54,3.55,3.54,50.0,6.0,10.0,66.0,6.0,2.0,0.0,4.0,0.0,7.0,37.0,44.0,50.0,8.0,16.0,144.0,56.0,44.0,43.0,42.0,10.0,4.0,1.1,1.43,1.02,4.0,0.0,2.0,66.0,56.0,56.0,39.0,0.44,0.38,0.38,3.62,3.62,3.62,319.3,37.49,28.59,66.8,10.73,205.56,107.82,35.09,37.49,35.09,316.0,141.0,164.0,621.0,37.0,24.0,6.0,66.0,4.0,171.0,155.0,279.0,420.0,18.0,32.0,214.0,23.0,22.0,68.0,319.0,100.0,38.0,7.58,11.95,17.97,7.0,10.0,20.0,621.0,457.0,457.0,7.0,7.26,5.15,5.48,39.29,39.29,37.61
S.J,2016,S.J,S.J,Team Level,5on4,82,0.87,0.88,0.86,23242.0,337.25,36.77,30.43,73.03,11.69,219.14,113.95,35.23,36.77,35.23,340.0,145.0,196.0,681.0,34.0,25.0,7.0,83.0,11.0,166.0,166.0,306.0,451.0,12.0,27.0,233.0,17.0,27.0,101.0,365.0,78.0,42.0,9.43,9.67,17.67,6.0,8.0,20.0,681.0,485.0,485.0,17.0,7.83,5.83,6.96,37.63,37.63,36.4,55.23,5.39,2.31,7.42,1.6,15.66,43.62,5.27,5.39,5.27,58.0,18.0,17.0,93.0,5.0,3.0,0.0,6.0,1.0,12.0,49.0,53.0,71.0,12.0,27.0,197.0,64.0,52.0,58.0,55.0,15.0,6.0,1.38,1.9,2.11,0.0,3.0,2.0,93.0,76.0,76.0,55.0,0.54,0.84,0.84,5.09,5.09,5.03
BUF,2016,BUF,BUF,Team Level,other,82,0.45,0.5,0.49,8176.0,128.98,21.27,9.67,23.73,4.42,74.04,45.86,19.61,21.27,19.61,134.0,45.0,59.0,238.0,17.0,9.0,2.0,28.0,11.0,59.0,55.0,117.0,162.0,7.0,14.0,138.0,27.0,21.0,14.0,101.0,53.0,25.0,3.93,6.46,10.88,4.0,6.0,7.0,238.0,179.0,179.0,8.0,2.81,2.69,2.69,21.39,21.39,20.39,135.23,25.73,10.05,23.12,4.68,76.23,47.2,25.03,25.73,25.03,133.0,54.0,50.0,237.0,23.0,9.0,1.0,26.0,4.0,63.0,62.0,110.0,164.0,8.0,24.0,113.0,23.0,16.0,24.0,108.0,50.0,29.0,3.9,6.06,15.77,2.0,8.0,13.0,237.0,187.0,187.0,13.0,2.93,2.42,2.42,26.24,26.24,25.76
BUF,2016,BUF,BUF,Team Level,all,82,0.47,0.47,0.47,299091.0,2454.85,216.6,167.67,557.32,78.55,1358.28,1005.57,208.39,216.61,208.41,2492.0,892.0,1032.0,4416.0,199.0,172.0,37.0,555.0,86.0,993.0,1379.0,2293.0,3185.0,282.0,645.0,2445.0,1872.0,475.0,626.0,2500.0,701.0,183.0,69.55,84.34,62.71,63.0,79.0,57.0,4403.7,3384.0,3373.99,358.0,37.08,40.09,40.27,213.4,213.29,208.87,2725.52,244.98,188.82,627.37,89.08,1557.9,1111.0,236.47,245.74,237.26,2816.0,1005.0,1121.0,4942.0,231.0,197.0,46.0,615.0,102.0,1176.0,1500.0,2585.0,3590.0,290.0,654.0,2484.0,1530.0,429.0,687.0,2896.0,711.0,214.0,82.45,85.32,77.21,65.0,81.0,85.0,4964.1,3821.0,3839.44,372.0,41.58,45.67,46.76,239.73,240.71,235.57
BUF,2016,BUF,BUF,Team Level,5on5,82,0.48,0.47,0.47,245962.0,1945.46,149.68,125.95,455.78,61.35,1064.95,817.27,145.63,149.69,145.64,1965.0,710.0,811.0,3486.0,126.0,120.0,21.0,463.0,68.0,770.0,1128.0,1839.0,2549.0,253.0,581.0,1868.0,1774.0,403.0,526.0,2038.0,533.0,104.0,56.64,64.41,28.63,49.0,56.0,21.0,3473.7,2675.0,2664.99,315.0,25.99,25.68,25.82,149.85,149.74,147.58,2121.53,164.24,138.08,511.39,68.83,1205.06,890.53,159.62,165.0,160.41,2189.0,791.0,918.0,3898.0,156.0,147.0,30.0,511.0,72.0,881.0,1213.0,2033.0,2824.0,259.0,581.0,2009.0,1443.0,366.0,567.0,2317.0,540.0,123.0,65.44,64.7,34.11,57.0,61.0,38.0,3920.1,2980.0,2998.44,313.0,28.38,31.64,31.97,160.59,161.56,159.26
BUF,2016,BUF,BUF,Team Level,4on5,82,0.06,0.08,0.09,23085.0,39.39,3.4,1.74,5.03,1.08,10.84,32.9,3.31,3.4,3.31,44.0,11.0,12.0,67.0,3.0,1.0,0.0,2.0,1.0,9.0,39.0,41.0,52.0,12.0,27.0,199.0,45.0,41.0,27.0,42.0,8.0,5.0,0.86,1.0,1.54,1.0,2.0,0.0,67.0,55.0,55.0,19.0,0.41,0.25,0.25,3.56,3.56,3.55,416.62,50.34,38.08,86.19,14.12,260.71,132.56,47.19,50.34,47.19,431.0,151.0,146.0,728.0,48.0,40.0,15.0,73.0,23.0,213.0,185.0,383.0,534.0,15.0,33.0,199.0,15.0,11.0,62.0,420.0,104.0,58.0,11.7,12.36,26.29,6.0,10.0,32.0,728.0,582.0,582.0,19.0,9.66,11.44,12.19,47.8,47.8,45.48
BUF,2016,BUF,BUF,Team Level,5on4,82,0.9,0.89,0.87,21868.0,341.01,42.25,30.29,72.78,11.7,208.45,109.55,39.84,42.25,39.84,349.0,126.0,150.0,625.0,53.0,42.0,14.0,62.0,6.0,155.0,157.0,296.0,422.0,10.0,23.0,240.0,26.0,10.0,59.0,319.0,107.0,49.0,8.13,12.46,21.66,9.0,15.0,29.0,625.0,475.0,475.0,16.0,7.87,11.47,11.51,38.6,38.6,37.35,52.14,4.67,2.61,6.67,1.45,15.89,40.72,4.63,4.67,4.63,63.0,9.0,7.0,79.0,4.0,1.0,0.0,5.0,3.0,19.0,40.0,59.0,68.0,8.0,16.0,163.0,49.0,36.0,34.0,51.0,17.0,4.0,1.42,2.21,1.03,0.0,2.0,2.0,79.0,72.0,72.0,27.0,0.61,0.18,0.18,5.1,5.1,5.08
ARI,2016,ARI,ARI,Team Level,other,82,0.46,0.47,0.46,16844.0,132.41,23.12,9.36,24.53,4.52,70.14,48.32,20.1,23.12,20.1,119.0,61.0,63.0,243.0,19.0,14.0,3.0,17.0,3.0,70.0,58.0,100.0,161.0,14.0,29.0,119.0,45.0,17.0,20.0,105.0,43.0,32.0,4.06,5.24,13.82,6.0,4.0,9.0,243.0,180.0,180.0,7.0,2.74,4.61,4.76,21.11,21.11,20.37,154.49,26.99,11.19,28.45,5.18,82.56,58.62,25.59,26.99,25.59,158.0,55.0,61.0,274.0,28.0,16.0,2.0,29.0,3.0,60.0,77.0,130.0,185.0,11.0,33.0,130.0,26.0,24.0,21.0,121.0,56.0,36.0,4.88,6.53,15.59,5.0,9.0,14.0,274.0,213.0,213.0,8.0,3.28,4.81,4.81,25.47,25.47,24.77
ARI,2016,ARI,ARI,Team Level,all,82,0.43,0.45,0.44,299147.0,2326.24,201.94,156.13,537.45,75.53,1278.39,978.56,191.99,201.14,191.24,2281.0,947.0,1057.0,4285.0,191.0,186.0,37.0,582.0,71.0,929.0,1270.0,2090.0,3037.0,319.0,705.0,2412.0,2098.0,403.0,607.0,2440.0,612.0,176.0,65.64,75.19,61.12,63.0,72.0,56.0,4234.6,3228.0,3196.75,344.0,34.35,38.88,39.88,196.41,195.66,191.7,2890.78,269.86,203.12,654.82,95.16,1627.4,1186.63,257.37,271.73,259.22,2797.0,1240.0,1215.0,5252.0,258.0,251.0,39.0,712.0,116.0,1288.0,1412.0,2539.0,3779.0,287.0,654.0,2613.0,1594.0,461.0,589.0,3023.0,761.0,253.0,89.17,91.98,88.72,87.0,87.0,84.0,5313.28,4037.0,4084.73,295.0,44.89,53.73,54.72,260.03,261.93,254.75
ARI,2016,ARI,ARI,Team Level,5on5,82,0.42,0.45,0.44,237567.0,1848.44,136.63,118.12,447.44,60.01,1014.66,788.14,131.98,135.83,131.23,1815.0,750.0,849.0,3414.0,133.0,146.0,26.0,498.0,58.0,709.0,1021.0,1682.0,2432.0,275.0,613.0,1915.0,1956.0,327.0,478.0,2003.0,461.0,101.0,52.52,56.38,27.73,48.0,55.0,30.0,3363.6,2565.0,2533.75,300.0,24.32,28.0,28.22,132.73,131.98,130.44,2293.52,186.42,155.24,541.41,75.87,1288.95,957.1,179.13,188.28,180.97,2224.0,981.0,961.0,4166.0,169.0,188.0,28.0,609.0,92.0,1011.0,1136.0,2055.0,3036.0,242.0,550.0,2056.0,1486.0,384.0,492.0,2467.0,590.0,148.0,73.64,71.71,41.06,73.0,58.0,38.0,4227.28,3205.0,3252.73,258.0,32.11,38.1,39.4,179.12,181.02,177.35
ARI,2016,ARI,ARI,Team Level,4on5,82,0.13,0.12,0.14,23292.0,62.38,8.0,3.33,8.08,1.77,16.71,49.11,7.91,8.0,7.91,69.0,18.0,15.0,102.0,7.0,3.0,2.0,7.0,4.0,17.0,49.0,62.0,80.0,11.0,22.0,179.0,66.0,43.0,35.0,55.0,23.0,9.0,1.16,3.39,3.45,2.0,2.0,3.0,102.0,87.0,87.0,32.0,0.78,0.59,1.22,7.56,7.56,7.55,389.63,52.09,34.22,78.45,12.68,240.65,126.92,48.3,52.09,48.3,358.0,187.0,184.0,729.0,55.0,47.0,9.0,68.0,19.0,204.0,152.0,303.0,490.0,19.0,38.0,233.0,26.0,18.0,53.0,377.0,105.0,63.0,9.09,12.42,30.58,7.0,17.0,31.0,729.0,545.0,545.0,10.0,8.93,10.83,10.51,50.5,50.5,47.7
ARI,2016,ARI,ARI,Team Level,5on4,82,0.89,0.86,0.84,21444.0,283.0,34.19,25.32,57.4,9.23,176.87,92.99,31.99,34.19,31.99,278.0,118.0,130.0,526.0,32.0,23.0,6.0,60.0,6.0,133.0,142.0,246.0,364.0,19.0,41.0,199.0,31.0,16.0,74.0,277.0,85.0,34.0,7.89,10.17,16.13,7.0,11.0,14.0,526.0,396.0,396.0,5.0,6.51,5.68,5.68,35.01,35.01,33.35,53.13,4.37,2.47,6.51,1.43,15.23,43.99,4.36,4.37,4.36,57.0,17.0,9.0,83.0,6.0,0.0,0.0,6.0,2.0,13.0,47.0,51.0,68.0,15.0,33.0,194.0,56.0,35.0,23.0,58.0,10.0,6.0,1.56,1.32,1.5,2.0,3.0,1.0,83.0,74.0,74.0,19.0,0.57,0.0,0.0,4.94,4.94,4.93
VAN,2016,VAN,VAN,Team Level,other,82,0.39,0.52,0.48,7442.0,114.61,19.25,8.88,19.53,3.66,66.61,39.07,18.1,19.25,18.1,116.0,41.0,63.0,220.0,18.0,5.0,0.0,21.0,2.0,54.0,57.0,98.0,139.0,8.0,22.0,96.0,24.0,17.0,27.0,79.0,51.0,27.0,2.91,6.09,10.25,5.0,6.0,7.0,220.0,157.0,157.0,17.0,2.71,1.93,1.93,20.02,20.02,19.2,118.1,30.33,8.26,18.67,3.88,63.27,42.58,29.33,30.33,29.33,111.0,56.0,37.0,204.0,29.0,3.0,1.0,25.0,1.0,59.0,50.0,82.0,138.0,10.0,24.0,95.0,17.0,15.0,22.0,84.0,44.0,39.0,3.72,5.44,21.17,5.0,7.0,17.0,204.0,167.0,167.0,10.0,2.36,1.74,2.47,30.22,30.22,29.31
VAN,2016,VAN,VAN,Team Level,all,82,0.45,0.48,0.47,298773.0,2236.72,198.42,154.71,508.72,72.6,1258.06,923.49,190.67,198.01,190.23,2273.0,843.0,1124.0,4240.0,178.0,124.0,36.0,616.0,80.0,927.0,1191.0,2095.0,2938.0,252.0,568.0,2537.0,1471.0,503.0,587.0,2331.0,609.0,176.0,63.99,74.96,59.46,46.0,76.0,56.0,4188.22,3116.0,3084.05,384.0,34.14,30.32,32.11,200.44,199.7,195.61,2527.56,243.68,176.2,562.8,82.43,1418.63,1044.28,236.09,245.66,238.05,2608.0,920.0,1034.0,4562.0,241.0,158.0,47.0,680.0,89.0,1077.0,1283.0,2367.0,3287.0,259.0,583.0,2423.0,1686.0,480.0,618.0,2600.0,707.0,221.0,76.9,85.77,81.01,70.0,88.0,83.0,4623.13,3528.0,3571.14,369.0,38.6,40.14,43.2,239.08,241.26,236.38
